"","","","","","Issue Date","","","","","","","","","","","Violation","","","","","","","","","","","Location","","","","","",""
"","","E63853","","","01/29/2018  04:01:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E63856","","","01/29/2018  04:01:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Loading","","","","","",""
"","","E76331","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76336","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76335","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76327","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76329","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76328","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76332","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76326","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76330","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76333","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76334","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76337","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Abbott B","","","","","",""
"","","E76338","","","02/04/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Rotary Road","","","","","",""
"","","E63858","","","02/06/2018  03:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E63857","","","02/06/2018  03:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E63859","","","02/06/2018  03:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E63860","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E63861","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E63863","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Richmond A","","","","","",""
"","","E63865","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Richmond A","","","","","",""
"","","E63864","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Richmond A","","","","","",""
"","","E63866","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Alumni B","","","","","",""
"","","E63867","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Alumni B","","","","","",""
"","","E63868","","","02/06/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Alumni B","","","","","",""
"","","E63862","","","02/07/2018  04:02:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Richmond A","","","","","",""
"","","E63869","","","02/18/2018  03:02:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside South","","","","","",""
"","","E76341","","","03/05/2018  04:03:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside North","","","","","",""
"","","E76342","","","03/05/2018  04:03:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside North","","","","","",""
"","","E76343","","","03/12/2018  03:03:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside North","","","","","",""
"","","E63601","","","03/27/2018  02:03:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside North","","","","","",""
"","","E63602","","","03/28/2018  02:03:00 AM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","E63603","","","04/07/2018  23:04:00 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside North","","","","","",""
"","","E63604","","","04/08/2018  23:04:00 PM","","","","","","","","","","","NO PARKING, STOPPING, STANDING*","","","","","","","","","","","Governor's Handicap","","","","","",""
"","","E63605","","","04/16/2018  02:04:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside North","","","","","",""
"","","E63606","","","04/16/2018  02:04:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Creekside North","","","","","",""
"","","E63607","","","05/05/2018  12:05:00 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Governor's Handicap","","","","","",""
"","","E63608","","","06/03/2018  08:06:00 AM","","","","","","","","","","","PARKED WITHOUT VALID STATE REG","","","","","","","","","","","Sherman Service Road","","","","","",""
"","","E63870","","","09/09/2018  12:09:00 PM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Newcomb Terrace","","","","","",""
"","","E76346","","","10/14/2018  07:10:00 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","South Lake East","","","","","",""
"","","E64954","","","10/11/2018  01:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E61601","","","10/03/2018  20:10:00 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","E63424","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Clark Lot","","","","","",""
"","","E63425","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Clark Lot","","","","","",""
"","","E64876","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64877","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64878","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64879","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64880","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64881","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64882","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64883","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E64884","","","12/07/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","E63257","","","06/16/2018  16:06:00 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Bissell Lot","","","","","",""
"","","E63259","","","12/26/2018  14:12:00 PM","","","","","","","","","","","OTHER (NON-SAFETY)*","","","","","","","","","","","Coventry Loop","","","","","",""
"","","E61730","","","04/10/2018  12:04:00 PM","","","","","","","","","","","OTHER (NON-SAFETY)*","","","","","","","","","","","Putnam Way","","","","","",""
"","","E61731","","","11/11/2018  13:11:00 PM","","","","","","","","","","","PARKED IN FIRE LANE*","","","","","","","","","","","Moody Terrace","","","","","",""
"","","E61696","","","03/11/2018  20:03:00 PM","","","","","","","","","","","RESTRICTED ZONE - STATE SPACE*","","","","","","","","","","","Putnam Way","","","","","",""
"","","E76201","","","04/28/2018  16:04:00 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Hoch A","","","","","",""
"","","E76202","","","06/09/2018  20:06:00 PM","","","","","","","","","","","OTHER (NON-SAFETY)*","","","","","","","","","","","Furnas","","","","","",""
"","","E61693","","","02/19/2018  19:02:00 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Clement Road","","","","","",""
"","","E76076","","","12/06/2018  01:12:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Alumni C","","","","","",""
"","","E76301","","","03/07/2018  02:03:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76302","","","03/07/2018  03:03:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E76303","","","03/07/2018  03:03:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Parker Lot","","","","","",""
"","","E65001","","","09/04/2018  04:09:00 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Goodyear Road","","","","","",""
"","","E65002","","","09/08/2018  03:09:00 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Goodyear Road","","","","","",""
"","","E65003","","","10/21/2018  21:10:00 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Governor's Handicap","","","","","",""
"","","E62802","","","08/27/2018  10:08:00 AM","","","","","","","","","","","PARKED STRADDLING LINES*","","","","","","","","","","","Center for Tomorrow","","","","","",""
"","","E62878","","","08/22/2018  22:08:00 PM","","","","","","","","","","","PARKED ON GRASS*","","","","","","","","","","","White Road","","","","","",""
"","","E62879","","","09/27/2018  03:09:00 AM","","","","","","","","","","","RESTRICTED ZONE - STATE SPACE*","","","","","","","","","","","Putnam Way","","","","","",""
"","","E62880","","","12/06/2018  01:12:00 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","E62881","","","12/06/2018  01:12:00 AM","","","","","","","","","","","RESTRICTED ZONE - UOV ONLY*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","E62882","","","12/06/2018  01:12:00 AM","","","","","","","","","","","RESTRICTED ZONE - UOV ONLY*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","E65076","","","08/28/2018  16:08:00 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Slee Handicap","","","","","",""
"","","E65078","","","09/18/2018  00:09:00 AM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","E65079","","","09/18/2018  04:09:00 AM","","","","","","","","","","","PARKED ON ROADWAY*","","","","","","","","","","","Goodyear Road","","","","","",""
"","","E65082","","","09/27/2018  00:09:00 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Governors Loading","","","","","",""
"","","E65080","","","09/28/2018  00:09:00 AM","","","","","","","","","","","PARKED ON ROADWAY*","","","","","","","","","","","Governors Loading","","","","","",""
"","","E65081","","","09/28/2018  21:09:00 PM","","","","","","","","","","","PARKED ON ROADWAY*","","","","","","","","","","","Lee Entrance","","","","","",""
"","","E65083","","","10/04/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65084","","","10/04/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65085","","","10/04/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65086","","","10/04/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65087","","","10/06/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65088","","","10/06/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65089","","","10/06/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65090","","","10/06/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
"","","E65091","","","10/06/2018  02:10:00 AM","","","","","","","","","","","OVERNIGHT PARKING PROHIBITED*","","","","","","","","","","","Red Jacket Lot","","","","","",""
